START_DATE,END_DATE,START,STOP,MILES,date,hour,day-night,CATEGORY_Business,CATEGORY_Personal,PURPOSE_Between Offices,PURPOSE_Customer Visit,PURPOSE_Errand/Supplies,PURPOSE_Meal/Entertain,PURPOSE_Meeting,PURPOSE_NOT,PURPOSE_Temporary Site,MONTH,DAY
2016-01-01 21:11:00,2016-01-01 21:17:00,Fort Pierce,Fort Pierce,5.1,2016-01-01,21.0,Night,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jan,Fri
2016-01-02 01:25:00,2016-01-02 01:37:00,Fort Pierce,Fort Pierce,5.0,2016-01-02,1.0,Morning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Jan,Sat
2016-01-02 20:25:00,2016-01-02 20:38:00,Fort Pierce,Fort Pierce,4.8,2016-01-02,20.0,Night,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jan,Sat
2016-01-05 17:31:00,2016-01-05 17:45:00,Fort Pierce,Fort Pierce,4.7,2016-01-05,17.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jan,Tues
2016-01-06 14:42:00,2016-01-06 15:49:00,Fort Pierce,West Palm Beach,63.7,2016-01-06,14.0,Afternoon,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jan,Wed
2016-01-06 17:15:00,2016-01-06 17:19:00,West Palm Beach,West Palm Beach,4.3,2016-01-06,17.0,Evening,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jan,Wed
2016-01-06 17:30:00,2016-01-06 17:35:00,West Palm Beach,Palm Beach,7.1,2016-01-06,17.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jan,Wed
2016-01-07 13:27:00,2016-01-07 13:33:00,Cary,Cary,0.8,2016-01-07,13.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jan,Thus
2016-01-10 08:05:00,2016-01-10 08:25:00,Cary,Morrisville,8.3,2016-01-10,8.0,Morning,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jan,Sun
2016-01-10 12:17:00,2016-01-10 12:44:00,Jamaica,New York,16.5,2016-01-10,12.0,Afternoon,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jan,Sun
2016-01-10 15:08:00,2016-01-10 15:51:00,New York,Queens,10.8,2016-01-10,15.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jan,Sun
2016-01-10 18:18:00,2016-01-10 18:53:00,Elmhurst,New York,7.5,2016-01-10,18.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jan,Sun
2016-01-10 19:12:00,2016-01-10 19:32:00,Midtown,East Harlem,6.2,2016-01-10,19.0,Night,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jan,Sun
2016-01-11 08:55:00,2016-01-11 09:21:00,East Harlem,NoMad,6.4,2016-01-11,8.0,Morning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Jan,Mon
2016-01-11 11:56:00,2016-01-11 12:03:00,Flatiron District,Midtown,1.6,2016-01-11,11.0,Afternoon,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jan,Mon
2016-01-11 13:32:00,2016-01-11 13:46:00,Midtown,Midtown East,1.7,2016-01-11,13.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jan,Mon
2016-01-11 14:30:00,2016-01-11 14:43:00,Midtown East,Midtown,1.9,2016-01-11,14.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jan,Mon
2016-01-12 12:33:00,2016-01-12 12:49:00,Midtown,Hudson Square,1.9,2016-01-12,12.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jan,Tues
2016-01-12 12:53:00,2016-01-12 13:09:00,Hudson Square,Lower Manhattan,4.0,2016-01-12,12.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jan,Tues
2016-01-12 14:42:00,2016-01-12 14:56:00,Lower Manhattan,Hudson Square,1.8,2016-01-12,14.0,Afternoon,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jan,Tues
2016-01-12 15:13:00,2016-01-12 15:28:00,Hudson Square,Hell's Kitchen,2.4,2016-01-12,15.0,Evening,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jan,Tues
2016-01-12 15:42:00,2016-01-12 15:54:00,Hell's Kitchen,Midtown,2.0,2016-01-12,15.0,Evening,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jan,Tues
2016-01-12 16:02:00,2016-01-12 17:00:00,New York,Queens County,15.1,2016-01-12,16.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jan,Tues
2016-02-01 10:35:00,2016-02-01 11:15:00,Cary,Chapel Hill,19.4,2016-02-01,10.0,Afternoon,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb,Mon
2016-02-01 12:10:00,2016-02-01 12:43:00,Chapel Hill,Cary,23.3,2016-02-01,12.0,Afternoon,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb,Mon
2016-02-01 12:56:00,2016-02-01 13:07:00,Northwoods,Whitebridge,3.9,2016-02-01,12.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Mon
2016-02-02 13:04:00,2016-02-02 13:23:00,Whitebridge,Williamsburg Manor,8.3,2016-02-02,13.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Feb,Tues
2016-02-02 13:51:00,2016-02-02 14:06:00,Cary,Cary,6.0,2016-02-02,13.0,Afternoon,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb,Tues
2016-02-02 14:38:00,2016-02-02 14:42:00,Cary,Cary,1.6,2016-02-02,14.0,Afternoon,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb,Tues
2016-02-04 08:40:00,2016-02-04 09:01:00,Cary,Morrisville,5.2,2016-02-04,8.0,Morning,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb,Thus
2016-02-04 09:37:00,2016-02-04 10:09:00,Morrisville,Cary,9.7,2016-02-04,9.0,Morning,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Thus
2016-02-04 10:26:00,2016-02-04 10:32:00,Cary,Cary,1.6,2016-02-04,10.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Thus
2016-02-04 15:59:00,2016-02-04 16:03:00,Cary,Cary,1.1,2016-02-04,15.0,Evening,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Thus
2016-02-04 16:35:00,2016-02-04 16:39:00,Cary,Cary,1.6,2016-02-04,16.0,Evening,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Thus
2016-02-04 18:04:00,2016-02-04 18:31:00,Whitebridge,Macgregor Downs,9.0,2016-02-04,18.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Feb,Thus
2016-02-04 20:36:00,2016-02-04 20:55:00,Cary,Cary,7.7,2016-02-04,20.0,Night,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Feb,Thus
2016-02-05 11:47:00,2016-02-05 12:07:00,Cary,Durham,10.4,2016-02-05,11.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Feb,Fri
2016-02-05 13:22:00,2016-02-05 13:41:00,Durham,Cary,10.4,2016-02-05,13.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Feb,Fri
2016-02-06 16:20:00,2016-02-06 16:53:00,Cary,Raleigh,11.4,2016-02-06,16.0,Evening,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb,Sat
2016-02-06 18:57:00,2016-02-06 19:21:00,Raleigh,Cary,9.0,2016-02-06,18.0,Evening,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb,Sat
2016-02-06 19:28:00,2016-02-06 19:37:00,Edgehill Farms,Whitebridge,3.2,2016-02-06,19.0,Night,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Sat
2016-02-07 16:49:00,2016-02-07 17:01:00,Cary,Apex,5.6,2016-02-07,16.0,Evening,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb,Sun
2016-02-07 18:03:00,2016-02-07 18:17:00,Apex,Cary,5.7,2016-02-07,18.0,Evening,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb,Sun
2016-02-07 18:39:00,2016-02-07 18:53:00,Cary,Morrisville,6.1,2016-02-07,18.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb,Sun
2016-02-07 20:22:00,2016-02-07 20:40:00,Morrisville,Cary,6.1,2016-02-07,20.0,Night,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Feb,Sun
2016-02-08 12:57:00,2016-02-08 13:08:00,Whitebridge,Edgehill Farms,4.3,2016-02-08,12.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Mon
2016-02-08 14:00:00,2016-02-08 14:10:00,Edgehill Farms,Whitebridge,2.7,2016-02-08,14.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Mon
2016-02-09 10:54:00,2016-02-09 11:07:00,Whitebridge,Northwoods,5.3,2016-02-09,10.0,Afternoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb,Tues
2016-02-09 11:43:00,2016-02-09 11:50:00,Northwoods,Tanglewood,3.0,2016-02-09,11.0,Afternoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb,Tues
2016-02-09 13:36:00,2016-02-09 13:52:00,Tanglewood,Preston,5.1,2016-02-09,13.0,Afternoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb,Tues
2016-02-09 13:58:00,2016-02-09 14:02:00,Preston,Whitebridge,1.5,2016-02-09,13.0,Afternoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb,Tues
2016-02-09 18:55:00,2016-02-09 19:11:00,Cary,Morrisville,6.1,2016-02-09,18.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb,Tues
2016-02-09 20:24:00,2016-02-09 20:40:00,Morrisville,Cary,6.1,2016-02-09,20.0,Night,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Tues
2016-02-11 16:28:00,2016-02-11 17:10:00,Cary,Raleigh,17.3,2016-02-11,16.0,Evening,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Thus
2016-02-11 17:49:00,2016-02-11 18:10:00,Eastgate,Walnut Terrace,5.7,2016-02-11,17.0,Evening,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb,Thus
2016-02-11 18:24:00,2016-02-11 18:46:00,Raleigh,Morrisville,13.5,2016-02-11,18.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb,Thus
2016-02-11 20:36:00,2016-02-11 20:51:00,Morrisville,Cary,6.1,2016-02-11,20.0,Night,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb,Thus
2016-02-12 08:21:00,2016-02-12 08:42:00,Cary,Durham,8.5,2016-02-12,8.0,Morning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb,Fri
2016-02-12 10:45:00,2016-02-12 10:52:00,Durham,Morrisville,2.6,2016-02-12,10.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb,Fri
2016-02-12 11:14:00,2016-02-12 11:35:00,Morrisville,Raleigh,17.0,2016-02-12,11.0,Afternoon,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb,Fri
2016-02-12 13:02:00,2016-02-12 13:36:00,Raleigh,Cary,18.0,2016-02-12,13.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Feb,Fri
2016-02-12 14:49:00,2016-02-12 15:06:00,Cary,Morrisville,8.4,2016-02-12,14.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Feb,Fri
2016-02-12 15:33:00,2016-02-12 16:06:00,Morrisville,Cary,11.5,2016-02-12,15.0,Evening,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb,Fri
2016-03-01 18:47:00,2016-03-01 19:10:00,Whitebridge,Wayne Ridge,8.0,2016-03-01,18.0,Evening,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar,Tues
2016-03-01 21:27:00,2016-03-01 21:45:00,Wayne Ridge,Whitebridge,8.0,2016-03-01,21.0,Night,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mar,Tues
2016-03-03 09:45:00,2016-03-03 09:52:00,Whitebridge,Westpark Place,2.2,2016-03-03,9.0,Morning,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar,Thus
2016-03-03 11:04:00,2016-03-03 11:10:00,Westpark Place,Whitebridge,2.3,2016-03-03,11.0,Afternoon,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar,Thus
2016-03-03 14:44:00,2016-03-03 14:58:00,Whitebridge,Northwoods,5.2,2016-03-03,14.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar,Thus
2016-03-03 15:27:00,2016-03-03 15:48:00,Cary,Raleigh,7.6,2016-03-03,15.0,Evening,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar,Thus
2016-03-03 16:02:00,2016-03-03 16:42:00,Raleigh,Cary,17.3,2016-03-03,16.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mar,Thus
2016-03-04 07:47:00,2016-03-04 08:06:00,Cary,Durham,9.9,2016-03-04,7.0,Morning,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mar,Fri
2016-03-04 09:46:00,2016-03-04 10:03:00,Durham,Cary,9.9,2016-03-04,9.0,Morning,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar,Fri
2016-03-04 11:46:00,2016-03-04 12:06:00,Cary,Durham,10.4,2016-03-04,11.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mar,Fri
2016-03-04 13:03:00,2016-03-04 13:25:00,Durham,Cary,10.9,2016-03-04,13.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mar,Fri
2016-03-04 13:40:00,2016-03-04 14:09:00,Cary,Raleigh,15.7,2016-03-04,13.0,Afternoon,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar,Fri
2016-03-04 15:56:00,2016-03-04 16:08:00,Raleigh,Raleigh,4.9,2016-03-04,15.0,Evening,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar,Fri
2016-03-04 16:16:00,2016-03-04 16:22:00,Fayetteville Street,Depot Historic District,0.8,2016-03-04,16.0,Evening,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar,Fri
2016-03-04 16:43:00,2016-03-04 17:12:00,Raleigh,Cary,13.5,2016-03-04,16.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mar,Fri
2016-03-04 19:02:00,2016-03-04 19:08:00,Cary,Morrisville,1.9,2016-03-04,19.0,Night,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mar,Fri
2016-03-04 19:16:00,2016-03-04 19:25:00,Morrisville,Cary,2.0,2016-03-04,19.0,Night,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar,Fri
2016-03-05 11:44:00,2016-03-05 11:59:00,Cary,Morrisville,6.5,2016-03-05,11.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar,Sat
2016-03-05 12:57:00,2016-03-05 13:12:00,Weston,Weston,4.2,2016-03-05,12.0,Afternoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar,Sat
2016-03-05 14:08:00,2016-03-05 14:18:00,Morrisville,Cary,3.5,2016-03-05,14.0,Afternoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar,Sat
2016-03-05 14:39:00,2016-03-05 15:01:00,Whitebridge,Wayne Ridge,7.8,2016-03-05,14.0,Afternoon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar,Sat
2016-03-05 16:52:00,2016-03-05 17:13:00,Cary,Morrisville,7.8,2016-03-05,16.0,Evening,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar,Sat
2016-03-05 17:23:00,2016-03-05 17:34:00,Morrisville,Cary,3.9,2016-03-05,17.0,Evening,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar,Sat
2016-03-07 09:10:00,2016-03-07 09:20:00,Whitebridge,Edgehill Farms,2.8,2016-03-07,9.0,Morning,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar,Mon
2016-03-07 09:23:00,2016-03-07 09:47:00,Cary,Raleigh,12.4,2016-03-07,9.0,Morning,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar,Mon
2016-03-07 12:10:00,2016-03-07 12:26:00,Fayetteville Street,Meredith Townes,5.9,2016-03-07,12.0,Afternoon,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar,Mon
2016-03-07 13:57:00,2016-03-07 14:18:00,Meredith Townes,Leesville Hollow,9.4,2016-03-07,13.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mar,Mon
2016-03-07 15:19:00,2016-03-07 15:45:00,Raleigh,Cary,11.9,2016-03-07,15.0,Evening,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar,Mon
2016-03-08 14:38:00,2016-03-08 14:55:00,Whitebridge,Waverly Place,7.2,2016-03-08,14.0,Afternoon,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar,Tues
2016-03-08 15:35:00,2016-03-08 16:00:00,Waverly Place,Whitebridge,7.6,2016-03-08,15.0,Evening,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar,Tues
2016-03-08 16:13:00,2016-03-08 16:25:00,Whitebridge,Whitebridge,1.6,2016-03-08,16.0,Evening,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar,Tues
2016-03-10 03:36:00,2016-03-10 03:53:00,Cary,Morrisville,8.4,2016-03-10,3.0,Morning,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mar,Thus
2016-03-10 10:08:00,2016-03-10 10:37:00,East Austin,West University,12.8,2016-03-10,10.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mar,Thus
2016-03-10 14:39:00,2016-03-10 14:55:00,West University,South Congress,2.3,2016-03-10,14.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar,Thus
2016-03-10 16:18:00,2016-03-10 16:28:00,South Congress,Arts District,1.6,2016-03-10,16.0,Evening,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar,Thus
2016-03-11 09:47:00,2016-03-11 09:59:00,The Drag,Congress Ave District,2.0,2016-03-11,9.0,Morning,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar,Fri
2016-03-11 10:29:00,2016-03-11 10:36:00,Congress Ave District,Downtown,0.8,2016-03-11,10.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar,Fri
2016-03-11 11:57:00,2016-03-11 12:04:00,Downtown,Red River District,1.2,2016-03-11,11.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar,Fri
2016-03-11 13:43:00,2016-03-11 13:51:00,Red River District,Downtown,1.0,2016-03-11,13.0,Afternoon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar,Fri
2016-03-11 19:21:00,2016-03-11 19:35:00,South Congress,The Drag,2.1,2016-03-11,19.0,Night,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar,Fri
